Date,Product,Units_Sold,Revenue
2022-03-26,Printer,14,1208.47
2022-03-19,Laptop,5,1495.67
2022-01-01,Smartphone,6,597.98
2022-02-20,Monitor,15,982.22
2022-06-22,Laptop,1,433.33
2022-07-24,Smartphone,5,1028.57
2022-09-17,Laptop,6,1753.89
2022-10-15,Monitor,16,1205.07
2022-02-03,Tablet,1,831.03
2022-12-14,Tablet,7,1462.15
2022-04-05,Monitor,4,1431.15
2022-03-13,Smartphone,16,1170.61
2022-02-08,Printer,13,1226.3
2022-06-03,Laptop,14,1822.56
2022-09-07,Printer,12,1721.62
2022-06-11,Laptop,4,128.08
2022-04-28,Printer,11,648.17
2022-09-16,Laptop,19,1670.39
2022-11-02,Tablet,9,1370.38
2022-09-25,Laptop,17,974.41
2022-02-23,Laptop,9,1074.43
2022-08-24,Monitor,15,646.01
2022-08-10,Monitor,5,1330.82
2022-09-08,Laptop,7,1438.36
2022-11-09,Laptop,10,737.51
2022-04-22,Smartphone,4,261.43
2022-09-12,Tablet,13,225.61
2022-10-30,Laptop,10,331.06
2022-07-26,Laptop,2,1113.35
2022-08-17,Tablet,1,1982.8
2022-12-07,Smartphone,14,1986.32
2022-03-07,Monitor,13,365.11
2022-03-16,Monitor,7,1552.73
2022-04-13,Tablet,18,1834.99
2022-07-11,Laptop,2,164.27
2022-09-09,Monitor,6,761.72
2022-08-14,Laptop,5,1966.44
2022-10-21,Printer,5,277.94
2022-11-02,Laptop,12,843.19
2022-04-08,Monitor,18,155.2
2022-12-04,Laptop,7,309.52
2022-10-13,Laptop,12,1581.31
2022-12-01,Smartphone,14,1769.77
2022-12-13,Smartphone,1,474.16
2022-11-04,Laptop,10,227.77
2022-09-06,Tablet,14,1483.96
2022-06-15,Tablet,6,102.14
2022-12-01,Tablet,1,261.48
2022-01-30,Tablet,6,1007.01
2022-09-04,Monitor,8,1258.83
2022-04-16,Tablet,6,1619.29
2022-02-20,Monitor,3,1956.06
2022-03-22,Tablet,6,1022.03
2022-05-13,Laptop,18,1027.69
2022-10-12,Tablet,4,198.47
2022-05-18,Laptop,17,200.77
2022-07-03,Laptop,18,929.18
2022-11-26,Smartphone,6,1006.16
2022-09-30,Printer,4,1441.42
2022-12-06,Printer,10,1397.6
2022-03-10,Laptop,15,1971.64
2022-02-03,Printer,14,1631.78
2022-09-19,Printer,12,1220.66
2022-02-22,Tablet,16,1656.69
2022-07-24,Printer,16,1790.19
2022-05-06,Printer,5,128.31
2022-08-23,Printer,14,1943.74
2022-02-12,Smartphone,13,1459.46
2022-08-28,Printer,12,1717.32
2022-04-21,Tablet,13,1589.3
2022-09-06,Monitor,15,420.88
2022-05-31,Smartphone,5,1763.74
2022-07-02,Tablet,5,461.46
2022-12-02,Laptop,3,1961.57
2022-04-05,Tablet,7,683.22
2022-01-08,Monitor,19,355.88
2022-12-26,Smartphone,11,644.37
2022-07-03,Monitor,15,450.67
2022-10-08,Laptop,5,483.51
2022-07-14,Laptop,9,1232.3
2022-12-18,Laptop,6,708.68
2022-07-14,Tablet,9,1890.0
2022-06-04,Tablet,15,1579.71
2022-04-03,Printer,6,1687.16
2022-06-09,Laptop,18,1369.26
2022-03-02,Monitor,14,251.36
2022-05-02,Laptop,7,1850.2
2022-02-20,Smartphone,18,777.4
2022-10-04,Tablet,1,288.8
2022-01-05,Laptop,6,1796.96
2022-04-02,Printer,19,679.07
2022-06-19,Laptop,12,1105.84
2022-11-13,Printer,5,549.0
2022-01-22,Tablet,18,1878.52
2022-11-22,Tablet,12,268.63
2022-01-01,Printer,14,1537.15
2022-05-13,Smartphone,12,1445.07
2022-08-21,Tablet,4,745.53
2022-01-12,Printer,5,292.2
2022-12-12,Tablet,17,1866.1
2022-02-15,Laptop,7,925.16
2022-02-03,Monitor,1,1595.45
2022-03-19,Smartphone,6,1726.72
2022-08-06,Monitor,2,1179.57
2022-10-28,Smartphone,13,1928.07
2022-03-14,Laptop,10,1930.14
2022-10-09,Printer,14,1078.26
2022-09-06,Printer,14,1317.16
2022-02-16,Printer,12,1603.58
2022-05-01,Laptop,9,122.92
2022-08-02,Monitor,7,155.84
2022-08-27,Tablet,16,814.21
2022-02-25,Printer,5,838.82
2022-12-16,Tablet,7,480.88
2022-04-17,Monitor,8,1761.99
2022-11-15,Tablet,8,1372.9
2022-02-17,Tablet,7,1610.21
2022-03-02,Tablet,3,1073.22
2022-12-03,Laptop,16,669.22
2022-01-26,Monitor,14,172.71
2022-10-19,Tablet,17,307.08
2022-09-14,Printer,1,1537.38
2022-01-08,Printer,14,338.89
2022-04-23,Monitor,19,1804.09
2022-12-21,Laptop,9,962.95
2022-09-10,Tablet,14,344.17
2022-06-29,Laptop,2,140.26
2022-07-26,Monitor,3,1644.2
2022-10-30,Smartphone,6,1316.39
2022-05-07,Printer,7,719.58
2022-02-25,Tablet,5,1456.86
2022-08-02,Tablet,11,1065.32
2022-01-14,Monitor,2,1474.46
2022-01-28,Monitor,18,484.5
2022-03-19,Laptop,13,1342.28
2022-08-04,Printer,17,1031.54
2022-12-31,Laptop,16,1691.15
2022-06-03,Monitor,16,1456.14
2022-01-14,Printer,15,1260.09
2022-07-06,Monitor,2,109.74
2022-11-08,Laptop,19,1300.44
2022-01-07,Laptop,8,1238.29
2022-01-03,Laptop,9,1990.29
2022-04-21,Smartphone,4,844.1
2022-08-26,Laptop,10,1368.05
2022-12-29,Tablet,18,482.86
2022-08-27,Laptop,10,1809.4
2022-10-01,Monitor,11,1243.63
2022-10-21,Laptop,1,781.7
2022-08-15,Monitor,11,246.84
2022-01-15,Monitor,17,1185.02
2022-07-11,Printer,5,391.44
2022-04-29,Smartphone,11,866.73
2022-01-28,Monitor,9,387.96
2022-07-21,Monitor,5,1535.09
2022-02-08,Tablet,10,269.33
2022-09-30,Laptop,12,572.65
2022-08-19,Smartphone,18,1899.94
2022-03-27,Smartphone,17,1705.1
2022-05-06,Printer,19,830.47
2022-10-27,Monitor,1,1444.66
2022-01-25,Monitor,17,353.45
2022-05-25,Tablet,14,572.23
2022-01-13,Smartphone,3,222.21
2022-07-31,Laptop,9,1648.13
2022-01-25,Printer,10,1957.12
2022-03-09,Printer,10,1254.39
2022-03-08,Printer,1,936.67
2022-08-21,Printer,3,154.11
2022-04-19,Smartphone,7,520.75
2022-05-26,Monitor,18,927.89
2022-04-21,Smartphone,7,1674.88
2022-08-16,Laptop,16,1251.94
2022-04-21,Printer,19,486.8
2022-02-03,Smartphone,4,1236.57
2022-04-21,Laptop,10,677.69
2022-09-21,Tablet,8,1283.17
2022-08-24,Printer,2,184.66
2022-03-24,Monitor,6,1708.13
2022-02-11,Monitor,15,423.32
2022-04-11,Monitor,18,1886.51
2022-01-06,Laptop,8,1284.83
2022-06-29,Smartphone,14,625.2
2022-10-09,Printer,8,1183.93
2022-11-16,Printer,19,331.58
2022-08-14,Printer,13,1627.96
2022-11-11,Printer,9,113.39
2022-12-31,Tablet,4,1068.52
2022-08-17,Printer,18,675.85
2022-10-16,Tablet,11,852.02
2022-05-30,Smartphone,19,659.48
2022-10-04,Monitor,11,1508.25
2022-07-17,Tablet,15,1750.57
2022-03-11,Monitor,19,543.83
2022-04-22,Monitor,17,1924.35
2022-01-04,Laptop,4,627.5
2022-12-16,Tablet,1,717.75
2022-11-27,Printer,13,368.5
2022-11-14,Laptop,15,744.73
2022-12-16,Printer,9,1370.96
2022-04-05,Monitor,4,1741.94
2022-06-01,Laptop,16,1544.22
2022-11-07,Printer,13,322.51
2022-05-17,Printer,6,707.15
2022-09-04,Smartphone,3,1989.58
2022-08-31,Laptop,13,1789.12
2022-01-31,Laptop,5,155.55
2022-02-09,Monitor,19,316.63
2022-08-17,Monitor,7,263.66
2022-02-05,Laptop,10,1608.05
2022-08-11,Smartphone,4,816.29
2022-01-06,Smartphone,19,1615.43
2022-11-18,Monitor,17,106.77
2022-08-08,Tablet,15,416.21
2022-03-16,Printer,18,953.95
2022-01-04,Monitor,16,770.35
2022-12-01,Smartphone,7,892.76
2022-05-14,Laptop,2,1973.47
2022-04-28,Smartphone,17,1893.1
2022-04-04,Laptop,3,565.74
2022-03-03,Monitor,13,596.4
2022-07-13,Printer,3,879.24
2022-12-01,Printer,8,419.14
2022-07-22,Monitor,3,1739.83
2022-01-26,Printer,6,771.17
2022-06-22,Printer,19,1145.68
2022-10-27,Tablet,1,582.07
2022-05-13,Tablet,3,1499.53
2022-11-22,Tablet,14,1118.45
2022-04-28,Laptop,17,260.24
2022-11-20,Tablet,1,391.64
2022-10-02,Monitor,15,297.05
2022-07-31,Tablet,15,870.65
2022-08-13,Monitor,6,883.56
2022-01-20,Tablet,10,1645.0
2022-04-23,Printer,7,1951.99
2022-05-20,Tablet,7,605.2
2022-02-16,Monitor,10,1899.66
2022-01-01,Monitor,4,284.89
2022-03-31,Monitor,1,1970.91
2022-05-22,Tablet,17,1094.35
2022-11-16,Laptop,13,820.23
2022-02-07,Monitor,2,798.54
2022-10-20,Laptop,4,1319.53
2022-05-19,Tablet,13,663.52
2022-12-22,Laptop,2,1422.0
2022-11-29,Laptop,2,1668.94
2022-09-16,Monitor,9,1803.62
2022-06-10,Tablet,2,300.23
2022-06-27,Monitor,4,1805.33
2022-01-10,Printer,7,990.04
2022-09-18,Smartphone,18,640.81
2022-05-18,Laptop,1,1838.18
2022-06-21,Tablet,12,729.46
2022-01-13,Laptop,16,304.08
2022-06-17,Tablet,14,1270.4
2022-05-10,Monitor,2,1892.89
2022-03-25,Smartphone,16,557.69
2022-11-17,Smartphone,11,1013.86
2022-11-15,Smartphone,13,172.88
2022-04-11,Smartphone,2,435.72
2022-11-25,Laptop,13,600.11
2022-09-30,Tablet,7,224.16
2022-09-22,Printer,14,626.43
2022-02-07,Tablet,14,959.03
2022-04-04,Laptop,10,1974.43
2022-04-05,Monitor,19,1666.14
2022-11-01,Printer,14,545.38
2022-03-10,Printer,17,1477.99
2022-11-14,Printer,9,652.61
2022-08-24,Laptop,18,636.07
2022-11-30,Smartphone,10,468.8
2022-05-17,Smartphone,12,1886.36
2022-03-17,Smartphone,2,145.33
2022-02-04,Tablet,10,1222.97
2022-01-01,Smartphone,17,782.05
2022-10-23,Printer,3,457.13
2022-11-16,Smartphone,2,1546.43
2022-03-01,Printer,8,642.34
2022-11-16,Printer,14,1719.52
2022-12-15,Tablet,10,195.88
2022-11-24,Smartphone,18,740.06
2022-09-24,Monitor,8,1929.88
2022-12-27,Smartphone,3,1455.35
2022-08-17,Monitor,4,529.83
2022-09-27,Tablet,2,998.12
2022-11-12,Laptop,12,453.51
2022-10-13,Tablet,5,1068.12
2022-10-18,Tablet,7,1052.12
2022-08-01,Monitor,18,563.18
2022-06-14,Tablet,8,906.06
2022-01-05,Printer,8,1424.49
2022-12-05,Tablet,13,1570.16
2022-03-19,Tablet,8,1614.1
2022-03-03,Monitor,16,1267.93
2022-05-12,Tablet,10,933.38
2022-03-30,Tablet,9,1101.5
2022-08-25,Smartphone,6,1174.98
2022-02-11,Printer,7,686.84
2022-03-30,Printer,3,1729.13
2022-10-23,Printer,7,503.96
2022-11-24,Tablet,6,1711.11
2022-10-22,Printer,8,1007.67
2022-04-14,Smartphone,14,1727.33
2022-01-14,Laptop,11,280.17
2022-10-15,Laptop,10,452.26
2022-06-28,Smartphone,6,1393.27
2022-05-05,Laptop,2,1497.4
2022-12-19,Laptop,2,415.44
2022-01-23,Monitor,2,574.79
2022-03-04,Tablet,17,796.53
2022-05-23,Monitor,1,1308.52
2022-06-02,Monitor,12,1901.06
2022-05-25,Smartphone,13,657.71
2022-08-13,Laptop,19,1492.53
2022-11-05,Smartphone,6,304.0
2022-04-14,Printer,12,1374.16
2022-04-14,Monitor,4,1851.87
2022-02-08,Laptop,8,794.22
2022-07-17,Tablet,18,723.14
2022-05-14,Monitor,13,1911.64
2022-03-08,Laptop,3,1870.06
2022-06-28,Printer,5,1615.55
2022-02-11,Smartphone,14,967.56
2022-01-15,Laptop,8,529.76
2022-04-21,Laptop,15,1619.93
2022-06-06,Monitor,13,135.45
2022-10-16,Laptop,9,390.57
2022-08-19,Printer,4,934.94
2022-06-06,Tablet,16,958.33
2022-02-07,Printer,14,895.39
2022-04-07,Laptop,14,781.8
2022-10-16,Tablet,13,1446.44
2022-09-11,Printer,8,1581.69
2022-07-15,Tablet,8,497.34
2022-03-27,Monitor,3,1262.46
2022-11-18,Laptop,2,581.47
2022-01-10,Tablet,3,178.8
2022-01-05,Smartphone,11,1338.67
2022-05-03,Monitor,10,1311.0
2022-11-26,Laptop,15,1056.77
2022-12-19,Monitor,16,1925.65
2022-04-28,Smartphone,5,997.25
2022-10-21,Laptop,11,1147.29
2022-06-08,Monitor,6,1490.27
2022-10-30,Monitor,4,473.03
2022-08-16,Tablet,2,1436.18
2022-12-31,Tablet,18,939.59
2022-08-04,Monitor,14,1392.76
2022-07-03,Tablet,7,859.06
2022-01-15,Laptop,15,1380.31
2022-06-06,Tablet,7,708.92
2022-05-16,Laptop,17,429.49
2022-09-18,Laptop,13,888.76
2022-06-06,Laptop,16,1012.02
2022-02-16,Laptop,1,1266.84
2022-11-20,Monitor,2,1656.71
2022-11-28,Printer,18,221.01
2022-06-22,Printer,14,1586.97
2022-05-10,Laptop,3,1152.01
2022-04-05,Printer,10,1848.41
2022-04-25,Laptop,17,541.31
2022-08-31,Printer,18,1160.57
2022-10-19,Smartphone,14,1525.69
2022-10-09,Tablet,5,808.4
2022-10-26,Printer,13,1014.58
2022-10-10,Laptop,18,412.27
2022-03-10,Tablet,15,357.95
2022-05-28,Tablet,18,187.51
2022-01-11,Monitor,5,1424.7
2022-09-11,Monitor,5,686.28
2022-11-26,Printer,17,1976.99
2022-12-26,Monitor,10,1433.04
2022-02-07,Laptop,1,1234.71
2022-05-14,Monitor,9,127.89
2022-07-19,Smartphone,8,1490.97
2022-01-23,Printer,8,913.62
2022-10-30,Tablet,11,486.16
2022-12-12,Tablet,10,396.93
2022-10-29,Smartphone,13,349.4
2022-12-29,Laptop,10,1851.25
2022-08-06,Tablet,11,1418.57
2022-05-21,Smartphone,19,358.65
2022-04-14,Monitor,13,208.59
2022-07-29,Printer,16,321.93
2022-04-21,Smartphone,13,441.45
2022-04-14,Smartphone,3,943.62
2022-11-12,Monitor,12,1910.66
2022-06-20,Laptop,12,1580.34
2022-12-22,Monitor,14,814.97
2022-11-20,Monitor,3,1549.55
2022-05-13,Tablet,6,176.11
2022-10-20,Smartphone,4,1748.0
2022-11-24,Smartphone,5,526.51
2022-05-07,Monitor,12,1495.22
2022-04-16,Monitor,12,623.69
2022-04-02,Smartphone,13,1910.18
2022-10-14,Smartphone,9,1879.15
2022-02-20,Smartphone,9,1033.2
2022-01-29,Laptop,2,111.35
2022-10-23,Monitor,11,172.55
2022-10-24,Monitor,18,509.23
2022-08-02,Tablet,10,908.86
2022-09-24,Tablet,17,578.36
2022-09-14,Printer,8,1425.92
2022-10-29,Smartphone,15,1066.03
2022-04-11,Smartphone,1,968.15
2022-12-12,Printer,18,1597.21
2022-04-20,Monitor,14,523.7
2022-07-01,Smartphone,13,962.08
2022-11-09,Tablet,10,970.7
2022-01-01,Laptop,17,1631.02
2022-11-15,Monitor,17,323.12
2022-02-24,Laptop,17,1826.86
2022-05-29,Laptop,11,217.37
2022-11-05,Printer,5,1430.31
2022-05-17,Laptop,1,322.66
2022-07-21,Smartphone,16,1503.09
2022-11-09,Printer,11,235.4
2022-04-27,Tablet,15,1416.0
2022-06-03,Laptop,11,859.17
2022-10-18,Smartphone,16,1072.16
2022-03-04,Smartphone,12,1108.4
2022-09-01,Tablet,1,925.74
2022-01-25,Printer,16,563.06
2022-03-31,Printer,8,848.87
2022-03-16,Printer,8,997.37
2022-10-21,Tablet,11,936.43
2022-07-29,Tablet,11,981.13
2022-12-13,Tablet,13,1785.13
2022-01-17,Printer,1,513.92
2022-05-08,Laptop,16,791.72
2022-12-30,Tablet,10,1844.34
2022-09-08,Tablet,18,1440.1
2022-06-28,Printer,2,1401.66
2022-07-01,Tablet,15,839.79
2022-06-01,Laptop,4,628.63
2022-01-25,Printer,4,497.1
2022-06-29,Tablet,16,309.89
2022-07-17,Tablet,1,1717.69
2022-12-10,Monitor,9,1029.71
2022-06-10,Monitor,12,1553.11
2022-06-26,Smartphone,5,1476.02
2022-10-12,Smartphone,5,264.6
2022-03-04,Tablet,1,1892.72
2022-05-30,Monitor,16,1151.69
2022-06-03,Smartphone,18,908.98
2022-06-05,Printer,5,328.24
2022-02-18,Monitor,2,1123.9
2022-12-03,Laptop,6,503.94
2022-03-25,Laptop,14,318.77
2022-12-27,Laptop,9,450.22
2022-06-26,Laptop,8,1978.75
2022-05-28,Monitor,14,1091.52
2022-04-28,Printer,2,607.73
2022-12-08,Laptop,17,1703.4
2022-03-04,Printer,8,1657.04
2022-07-08,Smartphone,1,950.11
2022-12-26,Smartphone,11,633.55
2022-02-18,Tablet,9,1390.94
2022-11-23,Monitor,15,1340.55
2022-09-14,Laptop,15,1648.86
2022-08-12,Printer,17,885.84
2022-05-21,Printer,18,1296.37
2022-08-03,Monitor,7,150.25
2022-07-30,Smartphone,3,116.91
2022-11-14,Monitor,15,1808.4
2022-02-01,Printer,2,408.07
2022-06-07,Monitor,2,1588.09
2022-10-12,Smartphone,11,1761.71
2022-11-01,Smartphone,4,1085.09
2022-10-13,Laptop,15,1380.33
2022-05-24,Laptop,7,1636.58
2022-01-19,Laptop,13,1254.2
2022-01-18,Smartphone,16,1943.88
2022-09-14,Printer,9,527.7
2022-03-19,Laptop,9,892.61
2022-06-24,Monitor,10,1409.16
2022-07-13,Printer,9,1468.82
2022-04-23,Tablet,2,295.16
2022-04-24,Laptop,11,740.04
2022-08-10,Tablet,2,1280.14
2022-06-15,Laptop,8,1737.68
2022-11-15,Printer,18,232.54
2022-05-12,Tablet,3,1328.73
2022-09-21,Smartphone,9,992.99
2022-02-24,Laptop,11,465.06
2022-12-25,Monitor,5,1821.04
2022-05-11,Tablet,11,1970.57
2022-10-15,Monitor,13,402.13
2022-09-23,Tablet,18,739.26
2022-06-11,Printer,18,612.6
2022-03-28,Monitor,16,229.96
2022-02-24,Laptop,18,1360.06
2022-10-15,Smartphone,5,1224.02
2022-06-27,Printer,2,1126.93
2022-12-15,Tablet,18,1842.02
2022-01-08,Laptop,19,1669.32
2022-11-17,Tablet,18,1482.3
2022-11-09,Monitor,3,1102.33
2022-09-04,Monitor,9,1328.56
2022-11-19,Smartphone,16,554.06
2022-09-12,Monitor,18,1966.99
2022-11-24,Printer,13,210.35
2022-02-23,Tablet,7,875.79
2022-09-06,Tablet,1,503.49
2022-08-27,Printer,1,639.24
2022-08-17,Monitor,2,1531.94
2022-03-08,Monitor,17,1888.13
2022-02-20,Printer,8,342.0
2022-04-07,Smartphone,15,584.48
2022-04-02,Laptop,19,1950.09
2022-09-21,Laptop,13,1220.14
2022-10-18,Monitor,4,1512.25
2022-04-06,Laptop,6,1299.27
2022-03-29,Laptop,3,836.71
2022-03-19,Laptop,13,625.84
2022-10-15,Monitor,8,273.51
2022-04-30,Tablet,3,1751.51
2022-10-29,Monitor,10,1852.6
2022-06-14,Monitor,13,724.59
2022-07-01,Smartphone,15,1021.91
2022-08-11,Smartphone,8,1965.81
2022-11-07,Monitor,10,908.85
2022-01-07,Printer,6,663.19
2022-11-26,Printer,16,1994.35
2022-09-20,Smartphone,7,1001.25
2022-06-10,Smartphone,8,530.84
2022-05-31,Tablet,3,1367.77
2022-03-26,Smartphone,9,1781.1
2022-05-27,Laptop,6,1433.11
2022-04-22,Monitor,4,920.61
2022-02-05,Monitor,5,1602.43
2022-10-12,Monitor,5,1972.21
2022-07-07,Tablet,10,1098.39
2022-03-23,Tablet,14,1283.95
2022-01-02,Laptop,3,802.82
2022-10-30,Monitor,19,1903.04
2022-07-16,Laptop,3,223.32
2022-01-11,Smartphone,2,380.52
2022-08-22,Monitor,2,1764.55
2022-07-14,Laptop,15,1663.51
2022-04-29,Tablet,8,290.94
2022-01-20,Tablet,6,691.37
2022-09-18,Tablet,17,1620.36
2022-10-20,Laptop,1,101.84
2022-09-13,Laptop,4,273.74
2022-08-10,Laptop,7,1165.07
2022-08-14,Printer,10,439.09
2022-02-22,Monitor,1,692.57
2022-12-21,Printer,7,1541.77
2022-12-08,Printer,13,1285.67
2022-12-30,Smartphone,1,236.55
2022-10-07,Smartphone,19,1706.87
2022-03-22,Tablet,9,569.56
2022-07-21,Printer,3,1601.21
2022-06-07,Smartphone,10,474.32
2022-04-30,Printer,2,648.46
2022-02-28,Monitor,14,710.45
2022-08-03,Printer,6,228.84
2022-05-08,Tablet,19,1012.59
2022-08-12,Laptop,19,1465.67
2022-07-28,Tablet,11,303.07
2022-04-25,Printer,18,968.43
2022-07-28,Printer,17,1062.5
2022-01-14,Laptop,10,1612.69
2022-01-09,Tablet,16,100.91
2022-02-09,Tablet,7,1861.86
2022-08-25,Printer,8,1453.9
2022-10-08,Monitor,9,458.27
2022-12-25,Smartphone,19,1488.14
2022-07-20,Printer,2,1116.42
2022-09-03,Printer,9,1720.39
2022-10-05,Smartphone,1,989.99
2022-08-23,Laptop,16,432.42
2022-01-04,Printer,3,1471.73
2022-06-03,Monitor,16,786.32
2022-01-29,Laptop,5,579.41
2022-04-19,Laptop,7,162.26
2022-04-08,Laptop,2,1797.13
2022-08-03,Printer,9,1399.73
2022-10-20,Laptop,15,1492.82
2022-03-16,Tablet,14,561.75
2022-11-22,Printer,3,745.39
2022-05-26,Printer,16,1791.92
2022-05-08,Smartphone,14,1304.96
2022-12-07,Laptop,8,440.77
2022-02-11,Printer,9,1739.06
2022-12-22,Monitor,15,531.34
2022-02-10,Monitor,14,816.1
2022-02-03,Printer,4,357.51
2022-01-17,Printer,14,1790.83
2022-06-14,Monitor,8,465.77
2022-06-02,Monitor,4,1125.68
2022-03-17,Tablet,9,1118.58
2022-03-28,Monitor,12,354.59
2022-04-27,Tablet,14,1272.82
2022-12-28,Printer,5,1720.03
2022-12-08,Laptop,17,943.75
2022-01-27,Laptop,4,207.2
2022-11-09,Smartphone,11,195.03
2022-10-14,Tablet,9,113.64
2022-05-14,Monitor,14,1633.33
2022-08-07,Tablet,17,1394.99
2022-06-17,Smartphone,7,471.62
2022-04-08,Smartphone,8,433.65
2022-09-25,Tablet,8,885.45
2022-08-25,Monitor,5,1963.98
2022-11-05,Printer,3,906.71
2022-06-22,Printer,18,1355.73
2022-07-09,Printer,9,1814.14
2022-05-02,Smartphone,18,832.59
2022-02-15,Tablet,1,1329.01
2022-03-05,Smartphone,13,742.91
2022-05-10,Monitor,7,965.88
2022-11-06,Laptop,1,996.81
2022-12-29,Smartphone,5,820.46
2022-07-12,Monitor,5,1755.22
2022-11-03,Monitor,10,1866.26
2022-06-30,Monitor,16,1903.34
2022-10-19,Laptop,8,1922.94
2022-10-09,Printer,1,206.93
2022-01-29,Tablet,8,1093.01
2022-05-29,Smartphone,17,143.81
2022-09-24,Laptop,14,684.66
2022-10-23,Monitor,5,1049.01
2022-01-11,Laptop,16,644.93
2022-06-13,Smartphone,9,1939.75
2022-04-23,Tablet,12,1894.9
2022-07-06,Smartphone,2,1186.62
2022-10-22,Laptop,4,1735.93
2022-08-20,Monitor,3,101.74
2022-08-15,Monitor,16,223.33
2022-11-06,Printer,14,254.02
2022-04-08,Printer,13,937.93
2022-02-24,Tablet,18,1835.72
2022-04-21,Tablet,11,374.35
2022-06-01,Printer,16,295.21
2022-09-03,Printer,14,505.03
2022-03-10,Smartphone,5,294.65
2022-11-08,Smartphone,8,537.12
2022-10-16,Monitor,13,408.45
2022-09-07,Monitor,12,251.61
2022-02-05,Printer,14,1750.71
2022-08-27,Smartphone,10,1482.49
2022-05-28,Printer,13,876.48
2022-08-15,Printer,3,1054.85
2022-09-01,Tablet,10,923.72
2022-12-03,Printer,7,1653.58
2022-12-31,Monitor,2,479.26
2022-07-20,Tablet,14,136.13
2022-06-03,Smartphone,10,486.77
2022-03-14,Monitor,13,608.33
2022-07-20,Laptop,11,1821.05
2022-10-23,Smartphone,14,1398.47
2022-01-17,Laptop,9,980.04
2022-05-09,Monitor,4,135.05
2022-08-05,Smartphone,13,1206.92
2022-03-02,Laptop,18,1059.74
2022-04-14,Laptop,5,255.99
2022-02-11,Smartphone,17,1926.01
2022-01-25,Printer,3,114.85
2022-02-08,Monitor,9,974.92
2022-10-18,Monitor,5,514.44
2022-05-11,Tablet,5,921.61
2022-08-17,Smartphone,10,1001.73
2022-04-18,Monitor,10,1240.47
2022-06-21,Laptop,1,106.15
2022-04-12,Smartphone,12,916.79
2022-12-20,Laptop,10,1065.51
2022-01-12,Smartphone,2,1427.05
2022-10-02,Laptop,15,537.34
2022-04-11,Laptop,2,1311.08
2022-02-13,Smartphone,7,1820.34
2022-11-01,Tablet,19,742.03
2022-01-17,Laptop,8,734.13
2022-11-26,Smartphone,3,516.71
2022-02-26,Printer,10,1655.22
2022-11-07,Printer,19,1013.33
2022-10-30,Tablet,13,1926.06
2022-01-12,Smartphone,18,907.85
2022-11-14,Tablet,4,872.04
2022-03-21,Laptop,1,100.19
2022-08-04,Printer,2,1932.04
2022-12-05,Tablet,16,1083.82
2022-09-21,Laptop,8,1177.43
2022-05-29,Printer,5,780.5
2022-03-22,Tablet,7,1790.06
2022-08-03,Laptop,17,775.67
2022-07-17,Monitor,11,901.47
2022-07-19,Printer,14,1948.81
2022-01-25,Laptop,8,1957.17
2022-03-30,Monitor,19,854.71
2022-09-25,Tablet,13,1650.03
2022-05-23,Monitor,5,1847.52
2022-02-28,Printer,3,1995.03
2022-12-31,Smartphone,9,1167.79
2022-01-26,Tablet,8,181.13
2022-02-16,Monitor,16,511.02
2022-10-15,Laptop,10,775.45
2022-09-23,Smartphone,14,493.63
2022-01-16,Smartphone,11,965.5
2022-07-18,Tablet,4,352.12
2022-10-09,Monitor,14,1481.77
2022-03-27,Printer,8,1584.58
2022-09-07,Monitor,16,678.92
2022-09-27,Monitor,11,1908.01
2022-12-01,Tablet,4,1470.97
2022-04-27,Tablet,19,134.82
2022-01-07,Laptop,12,178.68
2022-05-17,Printer,4,1734.06
2022-06-25,Tablet,3,1954.52
2022-11-24,Laptop,12,1604.94
2022-11-11,Smartphone,11,1727.97
2022-08-03,Laptop,19,391.5
2022-03-23,Printer,18,1859.58
2022-08-11,Laptop,17,1974.23
2022-04-13,Laptop,14,1208.97
2022-09-30,Tablet,19,1696.57
2022-01-14,Printer,4,1265.64
2022-06-08,Laptop,5,438.99
2022-06-01,Monitor,10,1860.03
2022-04-18,Laptop,4,1940.34
2022-07-07,Smartphone,1,815.16
2022-10-28,Smartphone,14,954.38
2022-04-08,Laptop,4,1571.4
2022-05-11,Laptop,1,198.11
2022-10-20,Monitor,19,1521.37
2022-06-20,Laptop,11,799.25
2022-07-02,Tablet,1,1727.57
2022-12-30,Printer,17,721.19
2022-02-08,Monitor,1,1224.3
2022-01-15,Laptop,11,1790.26
2022-01-04,Tablet,6,431.3
2022-12-15,Laptop,7,1824.05
2022-07-29,Monitor,12,1192.66
2022-06-10,Monitor,7,1904.87
2022-01-16,Smartphone,8,931.44
2022-04-18,Smartphone,8,618.79
2022-11-07,Laptop,3,667.71
2022-08-15,Printer,3,197.66
2022-06-19,Tablet,17,1238.39
2022-02-03,Smartphone,13,1826.24
2022-09-08,Smartphone,15,1782.8
2022-09-04,Printer,4,850.87
2022-09-26,Monitor,12,1728.14
2022-05-21,Laptop,4,929.2
2022-10-01,Laptop,10,1334.75
2022-04-06,Tablet,13,796.75
2022-08-15,Printer,13,700.21
2022-02-08,Printer,15,1494.27
2022-10-29,Printer,6,1874.7
2022-01-29,Monitor,1,872.68
2022-11-14,Printer,7,1961.93
2022-09-02,Monitor,3,1031.64
2022-08-24,Laptop,14,914.75
